Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Coursera,SF Bay Area,Education,,2022-11-09 00:00:00,https://blog.coursera.org/changes-to-the-coursera-team/,https://docs.google.com/spreadsheets/d/e/2PACX-1vTghknX9vf-3mHhAyyWVjLIF_2wvqnMF320_4XYIPVmQoZ1u7m8asOxlhJ0F-8Hgwbk1BqIpCgj-wem/pubhtml?gid=1240424118&single=true,458.0,Post-IPO,2022-11-10 01:02:29,United States,
Faze Medicines,Boston,Healthcare,,2022-11-09 00:00:00,https://www.bizjournals.com/boston/news/2022/11/09/faze-medicines-shutdown-third-rock-ventures.html,Unknown,81.0,Series B,2022-11-12 02:58:46,United States,1.0
RingCentral,SF Bay Area,Other,,2022-11-09 00:00:00,https://www.barrons.com/articles/ringcentral-cuts-staff-earnings-51668030815,Unknown,44.0,Post-IPO,2022-11-10 16:33:18,United States,0.1
Spotify,Stockholm,Media,,2022-11-09 00:00:00,https://www.digitalmusicnews.com/2022/11/09/spotify-layoffs-november-2022/,Unknown,2100.0,Post-IPO,2022-11-10 23:10:26,Sweden,
EverBridge,Boston,Other,200,2022-11-08 00:00:00,https://www.bizjournals.com/boston/news/2022/11/08/everbridge-to-lay-off-200-workers.html,Unknown,476.0,Post-IPO,2023-01-19 04:46:16,United States,
Repertoire Immune Medicines,Boston,Healthcare,65,2022-11-08 00:00:00,https://www.bizjournals.com/boston/news/2022/11/07/repertoire-immune-medicines-layoffs-2022-biotech.html,Unknown,257.0,Series B,2022-11-09 00:42:29,United States,0.5
Astra,SF Bay Area,Aerospace,,2022-11-08 00:00:00,https://www.linkedin.com/posts/chrisckemp_today-we-made-the-difficult-decision-to-activity-6995868932138033153-knfZ/,Unknown,300.0,Post-IPO,2022-11-09 00:43:26,United States,0.16
Beat,Athens,Transportation,,2022-11-08 00:00:00,https://www.linkedin.com/posts/thebeatapp_hello-from-beat-we-would-like-to-share-activity-6995832143574622208--0fX/,Unknown,6.0,Series B,2022-11-11 00:45:27,Greece,
NanoString,Seattle,Healthcare,,2022-11-08 00:00:00,https://www.genomeweb.com/business-news/nanostring-technologies-delivers-underwhelming-q3-lays-10-percent-workforce#.Y3MWTuzMK58,Unknown,731.0,Post-IPO,2022-11-17 00:09:01,United States,0.1
SADA,Los Angeles,Other,,2022-11-08 00:00:00,https://www.linkedin.com/posts/safoian_today-we-say-goodbye-to-11-of-our-sada-activity-6995835385201213440-MTMJ/,Unknown,,Acquired,2022-11-09 03:44:26,United States,0.11
Salesforce,SF Bay Area,Sales,1000,2022-11-07 00:00:00,https://www.cnbc.com/2022/11/08/salesforce-cut-hundreds-of-employees-on-monday.html,Unknown,65.0,Post-IPO,2022-11-09 03:37:16,United States,0.01
Unacademy,Bengaluru,Education,350,2022-11-07 00:00:00,https://economictimes.indiatimes.com/tech/startups/unacademy-cuts-another-350-jobs-in-second-round-of-layoffs/articleshow/95361443.cms,Unknown,838.0,Series H,2022-11-07 15:09:45,India,0.1
Zendesk,SF Bay Area,Support,350,2022-11-07 00:00:00,https://twitter.com/GergelyOrosz/status/1589676662593302528,Unknown,85.0,Acquired,2022-11-07 20:13:08,United States,0.05
Dock,Sao Paulo,Finance,190,2022-11-07 00:00:00,https://www.infomoney.com.br/negocios/exclusivo-startup-dock-nao-passa-ilesa-e-faz-demissao-em-massa/,Unknown,280.0,Private Equity,2022-11-08 21:59:35,Brazil,0.12
Code42,Minneapolis,Security,,2022-11-07 00:00:00,https://www.startribune.com/minneapolis-tech-firm-code42-lays-off-15-of-workforce/600222811/,Unknown,137.0,Unknown,2022-11-08 04:35:50,United States,0.15
Domino Data Lab,SF Bay Area,Data,,2022-11-07 00:00:00,https://docs.google.com/spreadsheets/d/1YKzaAkolJv-rem3UidjYFKk6VW1FyITeTAJrc8z0_Xc/edit#gid=0,Unknown,223.0,Series F,2022-11-08 21:56:41,United States,0.25
Varonis,New York City,Security,110,2022-11-06 00:00:00,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,Unknown,30.0,Post-IPO,2022-11-06 18:20:41,United States,0.05
Brainly,Krakow,Education,25,2022-11-06 00:00:00,https://www.newindianexpress.com/lifestyle/tech/2022/nov/06/poland-based-ed-tech-platform-brainly-fires-nearly-all-staff-in-india-2515584.html,Unknown,148.0,Series D,2022-11-07 15:10:51,Poland,
Practically,Hyderabad,Education,,2022-11-06 00:00:00,https://www.moneycontrol.com/news/business/startup/k-12-edtech-firm-practically-lays-off-staffers-holds-salaries-citing-funds-crunch-9457711.html,Unknown,14.0,Unknown,2022-11-06 18:21:49,India,
Twitter,SF Bay Area,Consumer,3700,2022-11-04 00:00:00,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,https://docs.google.com/spreadsheets/d/1OoD3pVxFl718fnxs_cEaOIbcj-45-qNKZFnE1jQW86M/edit#gid=0,12900.0,Post-IPO,2022-11-04 14:48:05,United States,0.5
Udaan,Bengaluru,Retail,350,2022-11-04 00:00:00,https://inc42.com/buzz/udaan-fires-350-employees-in-second-wave-of-layoffs-this-year/,Unknown,1500.0,Unknown,2022-11-05 03:35:56,India,
Planetly,Berlin,Other,200,2022-11-04 00:00:00,https://www.axios.com/pro/climate-deals/2022/11/04/planetly-shuts-down-layoffs-carbon-accounting,Unknown,5.0,Acquired,2022-11-05 04:16:18,Germany,1.0
KoinWorks,Jakarta,Finance,70,2022-11-04 00:00:00,https://www.techinasia.com/koinworks-layoff-2022,Unknown,180.0,Unknown,2022-11-27 23:31:11,Indonesia,0.08
Exodus,Nebraska City,Crypto,59,2022-11-04 00:00:00,https://www.exodus.com/news/exodus-restructure/,Unknown,60.0,Unknown,2022-11-12 03:13:26,United States,0.22
Benitago Group,New York City,Retail,,2022-11-04 00:00:00,https://techcrunch.com/2022/11/04/benitago-group-lay-off-employees/,Unknown,380.0,Series A,2022-11-05 04:53:50,United States,0.14
Mythical Games,Los Angeles,Crypto,,2022-11-04 00:00:00,https://www.bloomberg.com/news/articles/2022-11-04/blockchain-game-studio-mythical-games-cuts-10-of-staff,Unknown,260.0,Series C,2022-11-06 18:04:58,United States,0.1
Stripe,SF Bay Area,Finance,1000,2022-11-03 00:00:00,https://www.bloomberg.com/news/articles/2022-11-03/stripe-cutting-headcount-by-14-as-it-readies-for-leaner-times,https://docs.google.com/spreadsheets/u/1/d/1aJHTUlDqOomDd8dU45fg0ekQlPCm97dVWasvpj5bWmg/htmlview,2300.0,Series H,2022-11-03 14:49:15,United States,0.14
Lyft,SF Bay Area,Transportation,700,2022-11-03 00:00:00,https://www.wsj.com/articles/lyft-plans-to-lay-off-hundreds-of-staffers-11667490092,https://docs.google.com/spreadsheets/d/1TAEhC3gGu_ooKIDSTiX9OYUIjAHf7doS-lYyzTR_miY/edit,4900.0,Post-IPO,2022-11-03 15:55:24,United States,0.13
LendingTree,Charlotte,Finance,200,2022-11-03 00:00:00,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,Unknown,,Post-IPO,2023-01-23 23:20:10,United States,
Pleo,Copenhagen,Finance,150,2022-11-03 00:00:00,https://www.finextra.com/newsarticle/41262/danish-fintech-pleo-cuts-workforce-by-15,Unknown,428.0,Series C,2022-11-03 18:50:02,United States,0.15
Delivery Hero,Berlin,Food,100,2022-11-03 00:00:00,https://mobile.twitter.com/GergelyOrosz/status/1588220445039497222,Unknown,8300.0,Post-IPO,2022-11-05 03:40:05,Germany,
Shippo,SF Bay Area,Logistics,60,2022-11-03 00:00:00,https://www.linkedin.com/posts/laurabehrenswu_today-we-made-the-difficult-decision-to-exit-activity-6994028038543851520-M9iZ/,Unknown,154.0,Series E,2022-11-04 00:29:59,United States,0.2
Affirm,SF Bay Area,Finance,,2022-11-03 00:00:00,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,Unknown,1500.0,Post-IPO,2022-11-04 03:39:14,United States,0.01
CloudKitchens,Los Angeles,Real Estate,,2022-11-03 00:00:00,https://www.businessinsider.com/travis-kalanick-cloudkitchens-startup-is-cutting-jobs-2022-11,Unknown,1300.0,Unknown,2022-11-04 21:23:07,United States,
LiveRamp,SF Bay Area,Marketing,,2022-11-03 00:00:00,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,Unknown,16.0,Post-IPO,2022-11-05 03:47:05,United States,0.1
Provi,Chicago,Food,,2022-11-03 00:00:00,https://www.chicagobusiness.com/technology/alcohol-ordering-startup-provi-sets-layoffs,Unknown,150.0,Series C,2022-11-05 03:33:44,United States,
Rubius,Boston,Healthcare,,2022-11-03 00:00:00,https://www.fiercebiotech.com/biotech/more-biotechs-hit-wall-rubius-lays-82-and-tricida-seeks-out-sale,Unknown,445.0,Post-IPO,2022-11-17 04:35:49,United States,0.8200000000000001
Snapdocs,SF Bay Area,Real Estate,,2022-11-03 00:00:00,Internal memo,Unknown,253.0,Series D,2022-11-05 03:49:38,United States,0.15
Studio,SF Bay Area,Education,,2022-11-03 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6993982210890485760/,https://docs.google.com/spreadsheets/d/1fsGXTNfMWJcpbEHFz0hXifyNCMKnxo9VOoofDf7MCXI/edit,50.0,Series B,2022-11-05 03:44:56,United States,
Opendoor,SF Bay Area,Real Estate,550,2022-11-02 00:00:00,https://www.bloomberg.com/news/articles/2022-11-02/opendoor-lays-off-18-of-workers-in-wave-of-housing-cutbacks,https://coda.io/@opendoorosn/opendoor-os-national-talent-board,1900.0,Post-IPO,2022-11-02 17:07:34,United States,0.18
Chime,SF Bay Area,Finance,156,2022-11-02 00:00:00,https://www.theinformation.com/articles/chime-slashes-12-of-staff-marking-latest-casualty-in-fintech-meltdown,Unknown,2300.0,Series G,2022-11-02 17:29:00,United States,0.12
Chargebee,SF Bay Area,Finance,142,2022-11-02 00:00:00,https://techcrunch.com/2022/11/02/tiger-global-chargebee-layoffs/,Unknown,468.0,Series H,2022-11-03 04:24:31,United States,0.1
Dapper Labs,Vancouver,Crypto,134,2022-11-02 00:00:00,https://betakit.com/dapper-labs-lays-off-22-percent-of-staff/,Unknown,607.0,Series D,2022-11-03 04:18:43,United States,0.22
Checkmarx,Tel Aviv,Security,100,2022-11-02 00:00:00,https://www.calcalistech.com/ctechnews/article/hjailhyri,Unknown,92.0,Series C,2022-11-02 17:11:01,Israel,0.1
Smava,Berlin,Finance,100,2022-11-02 00:00:00,https://www.businessinsider.de/gruenderszene/fintech/smava-entlassungen-oktober/,Unknown,188.0,Unknown,2022-11-03 04:29:36,Germany,0.15
Iron Ox,SF Bay Area,Food,50,2022-11-02 00:00:00,https://techcrunch.com/2022/11/03/iron-ox-lays-off-50-amounting-to-nearly-half-its-staff/,Unknown,103.0,Series C,2022-11-03 04:27:09,United States,0.5
Digital Currency Gruop,Stamford,Crypto,10,2022-11-02 00:00:00,https://www.coindesk.com/business/2022/11/02/digital-currency-group-promotes-mark-murphy-to-president-cuts-nearly-13-staff-report/,Unknown,,Unknown,2022-11-03 05:00:29,United States,0.13
BitMEX,Non-U.S.,Crypto,,2022-11-02 00:00:00,https://www.theblock.co/post/181814/crypto-exchange-bitmex-cuts-part-of-workforce-following-ceo-departure-exclusive,Unknown,0.0,Seed,2022-11-03 04:28:32,Seychelles,0.3
Signicat,Trondheim,Security,,2022-11-02 00:00:00,https://www.signicat.com/press-releases/signicat-to-realize-cost-synergies,Unknown,8.0,Acquired,2022-11-07 19:11:58,Norway,
Argo AI,SF Bay Area,Transportation,259,2022-11-01 00:00:00,https://www.bizjournals.com/sanjose/news/2023/01/03/argo-ai-lays-off-259-palo-alto-employes.html,Unknown,3600.0,Unknown,2023-01-05 06:44:33,United States,
Booking.com,Grand Rapids,Travel,226,2022-11-01 00:00:00,https://www.crainsdetroit.com/west-michigan/bookingcom-close-grand-rapids-area-facility-lay-226,Unknown,,Acquired,2022-11-03 04:16:26,United States,
Oracle,SF Bay Area,Other,200,2022-11-01 00:00:00,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,Unknown,,Post-IPO,2022-11-17 00:45:58,United States,
Upstart,SF Bay Area,Finance,140,2022-11-01 00:00:00,https://techcrunch.com/2022/11/01/upstart-layoffs/,Unknown,144.0,Post-IPO,2022-11-01 19:40:37,United States,0.07
Gem,SF Bay Area,Recruiting,100,2022-11-01 00:00:00,https://www.theinformation.com/briefings/recruiting-startup-gem-cuts-a-third-of-workforce,https://docs.google.com/spreadsheets/d/1bSFzwARd-KjyX677pudvqPijebPZGzPTQKuv_wNOxTg/edit,148.0,Series C,2022-11-01 19:35:06,United States,0.33
Oda,Oslo,Food,70,2022-11-01 00:00:00,https://www.dn.no/handel/oda/oda-kutter-70-arsverk-ma-ha-ny-milliardinnsproytning/2-1-1344693?zephr_sso_ott=mwDa9x,Unknown,377.0,Unknown,2022-11-01 19:44:28,Sweden,0.18
Oda,Oslo,Food,70,2022-11-01 00:00:00,https://shifter.no/nyheter/oda-sparker-70-og-henter-15-milliarder-kroner/262587,Unknown,477.0,Unknown,2022-11-11 00:08:50,Norway,0.18
Oda,Oslo,Food,70,2022-11-01 00:00:00,https://norway.postsen.com/local/62256/Oda-lays-off-employees-to-collect-billions-of-dollars-%E2%80%93-E24.html,Unknown,479.0,Unknown,2022-11-30 06:08:48,Norway,0.06
Hootsuite,Vancouver,Marketing,50,2022-11-01 00:00:00,Internal memo,Unknown,300.0,Series C,2022-11-01 19:42:39,Canada,0.05
Drop,Toronto,Marketing,24,2022-11-01 00:00:00,Internal memo,Unknown,56.0,Series B,2022-11-03 04:31:06,Canada,
Tapps Games,Sao Paulo,Consumer,10,2022-11-01 00:00:00,https://dropsdejogos.uai.com.br/noticias/indie/tapps-games-demissoes/,Unknown,,Unknown,2023-01-21 00:44:28,Brazil,
Brightline,SF Bay Area,Healthcare,,2022-11-01 00:00:00,https://bhbusiness.com/2022/11/01/virtual-pediatric-behavioral-health-startup-brightline-cuts-20-of-its-staff/,Unknown,212.0,Series C,2022-11-01 19:46:59,United States,0.2
Help Scout,Boston,Support,,2022-11-01 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6992877901922590720/,https://docs.google.com/spreadsheets/d/1dKA1LLnx2xrqYJJKV4z6IYXyicjQP8PDmodGOtOK1i8/edit#gid=0,28.0,Series B,2022-11-12 03:03:36,United States,
Kry,Stockholm,Healthcare,300,2022-10-31 00:00:00,https://www.dn.se/ekonomi/kry-sager-upp-runt-300-anstallda/,Unknown,568.0,Series D,2022-11-01 19:38:58,Sweden,0.1
Notarize,Boston,Legal,60,2022-10-31 00:00:00,https://www.bizjournals.com/boston/news/2022/10/31/notarize-another-round-layoffs-this-year.html,Unknown,213.0,Series D,2022-11-01 04:02:41,United States,
EquityZen,New York City,Finance,30,2022-10-31 00:00:00,https://www.axios.com/2022/10/31/scoop-layoffs-hit-startup-stock-marketplace-equityzen,Unknown,11.0,Series B,2022-11-01 03:59:31,United States,0.27
Equitybee,SF Bay Area,Finance,25,2022-10-31 00:00:00,https://www.calcalistech.com/ctechnews/article/hkrqontns,Unknown,85.0,Series B,2022-10-31 15:30:11,United States,0.2
Dukaan,Bengaluru,Retail,23,2022-10-31 00:00:00,https://www.vccircle.com/saasplatform-dukaan-lays-off-23-employees,Unknown,17.0,Series A,2022-10-31 15:31:46,India,
Amazon,Seattle,Retail,150,2022-10-28 00:00:00,https://www.geekwire.com/2022/amazon-makes-staff-cuts-at-amp-the-app-it-launched-this-year-to-reimagine-radio/,Unknown,108.0,Post-IPO,2023-01-11 01:02:40,United States,
Fifth Season,Pittsburgh,Food,100,2022-10-28 00:00:00,https://www.bizjournals.com/pittsburgh/news/2022/10/29/vertical-farming-startup-fifth-season-shuts-down.html,Unknown,35.0,Series B,2022-10-30 16:10:45,United States,1.0
Advata,Seattle,Healthcare,32,2022-10-28 00:00:00,https://www.geekwire.com/2022/seattle-area-health-data-analytics-company-advata-lays-off-employees/,Unknown,,Unknown,2022-10-31 15:28:43,United States,0.21
Springlane,Düsseldorf,Food,,2022-10-28 00:00:00,https://www.linkedin.com/posts/marius-till-fritzsche-4535214_90-30-40-das-ist-unser-wachstum-der-activity-6991732141092970496-owuK/,Unknown,11.0,Series C,2022-10-28 16:06:20,Germany,0.35000000000000003
RenoRun,Montreal,Construction,210,2022-10-27 00:00:00,https://www.theglobeandmail.com/business/article-renorun-canadian-tech-layoffs/,Unknown,163.0,Series B,2022-10-28 15:47:37,Canada,0.43
Recharge,Los Angeles,Finance,84,2022-10-27 00:00:00,https://rechargepayments.com/blog/a-message-from-oisin/,https://docs.google.com/spreadsheets/d/1wEaAOfEJGbW8xwHhgxmRQEnb_GKE05KmI9ZgiaDSkiY/edit#gid=1480424750,277.0,Series B,2022-10-28 16:04:33,United States,0.17
Lattice,SF Bay Area,HR,13,2022-10-27 00:00:00,Internal memo,Unknown,328.0,Series F,2022-11-03 04:21:45,United States,
GoNuts,Mumbai,Media,,2022-10-27 00:00:00,https://inc42.com/buzz/celebrity-engagement-startup-gonuts-shut-operations/,Unknown,,Seed,2022-10-30 16:13:08,India,1.0
Spreetail,Austin,Retail,,2022-10-27 00:00:00,https://www.wearespreetail.com/blog/a-message-from-global-ceo-brett-thome,Unknown,,Unknown,2022-10-28 16:05:16,United States,
MindBody,San Luis Obispo,Fitness,400,2022-10-26 00:00:00,https://www.sanluisobispo.com/news/business/article267890657.html,Unknown,114.0,Post-IPO,2022-10-26 23:22:40,United States,0.15
Zillow,Seattle,Real Estate,300,2022-10-26 00:00:00,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,Unknown,97.0,Post-IPO,2022-10-26 17:36:15,United States,0.05
Cybereason,Boston,Security,200,2022-10-26 00:00:00,https://www.calcalistech.com/ctechnews/article/sjspj00uvs,Unknown,750.0,Series F,2022-10-26 15:10:46,United States,0.17
Argo AI,Pittsburgh,Transportation,173,2022-10-26 00:00:00,https://www.autonews.com/mobility-report/argo-ai-lay-173-startup-folds,Unknown,3600.0,Unknown,2022-10-26 23:23:28,United States,
GoFundMe,SF Bay Area,Finance,94,2022-10-26 00:00:00,https://www.gofundme.com/c/announcement,Unknown,,Series A,2022-10-26 23:13:47,United States,0.12
Carbon,SF Bay Area,Hardware,,2022-10-26 00:00:00,https://3dprint.com/295233/layoffs-continue-with-3d-printing-double-unicorn-carbon/,Unknown,683.0,Series E,2023-01-04 15:53:58,United States,
Fundbox,SF Bay Area,Finance,150,2022-10-25 00:00:00,https://www.calcalistech.com/ctechnews/article/sypou4svi,Unknown,553.0,Series D,2022-10-25 15:14:28,United States,0.42
Embroker,SF Bay Area,Finance,30,2022-10-25 00:00:00,https://www.theinsurer.com/news/insurtech-embroker-lays-off-12-of-global-workforce/25922.article,Unknown,142.0,Series C,2022-10-26 23:20:50,United States,0.12
Vee,Tel Aviv,HR,17,2022-10-25 00:00:00,https://www.calcalistech.com/ctechnews/article/hju1ylrnj,Unknown,15.0,Seed,2022-10-25 15:16:16,Israel,0.5
Callisto Media,SF Bay Area,Media,,2022-10-25 00:00:00,https://www.publishersweekly.com/pw/by-topic/industry-news/publisher-news/article/90722-after-massive-july-layoff-callisto-media-cuts-staff-further.html,Unknown,,Series D,2022-10-26 04:33:43,United States,0.35000000000000003
Convoy,Seattle,Logistics,,2022-10-25 00:00:00,https://www.geekwire.com/2022/convoy-lays-off-more-employees-as-part-of-reorganization-at-seattle-trucking-startup/,https://coda.io/d/Talent-Board_dN7cqX2rCM4/Candidates_suM29,1100.0,Series E,2022-10-25 15:13:12,United States,
Philips,Amsterdam,Healthcare,4000,2022-10-24 00:00:00,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,Unknown,,Post-IPO,2023-01-21 00:40:16,Netherlands,0.05
Cerebral,SF Bay Area,Healthcare,400,2022-10-24 00:00:00,https://techcrunch.com/2022/10/24/telehealth-unicorn-cerebral-lays-off-20-of-staff-for-operational-efficiencies/,Unknown,462.0,Series C,2022-10-24 22:30:37,United States,0.2
Snyk,Boston,Security,198,2022-10-24 00:00:00,https://en.globes.co.il/en/article-cybersecurity-co-snyk-laying-off-14-of-workforce-1001427487,Unknown,849.0,Series F,2022-10-24 15:31:26,United States,0.14
McMakler,Berlin,Real Estate,100,2022-10-24 00:00:00,https://www.businessinsider.de/gruenderszene/business/mcmakler-neue-massenentlassungen-oktober-2022/,Unknown,214.0,Unknown,2022-10-25 15:19:08,Germany,
Unico,Sao Paulo,Other,50,2022-10-24 00:00:00,https://startups.com.br/noticias/unico-demite-na-area-de-vendas-e-reforca-equipe-de-tecnologia/,Unknown,336.0,Series D,2023-01-18 02:13:31,Brazil,0.04
OrCam,Jerusalem,Healthcare,62,2022-10-23 00:00:00,https://www.calcalistech.com/ctechnews/article/ry5v11kgvo,Unknown,86.0,Unknown,2022-10-24 02:19:31,Israel,0.16
Antidote Health,Tel Aviv,Healthcare,23,2022-10-23 00:00:00,https://www.calcalistech.com/ctechnews/article/s1xwokmvi,Unknown,36.0,Unknown,2022-10-24 02:20:40,Israel,0.38
Khoros,Austin,Sales,120,2022-10-21 00:00:00,https://www.bizjournals.com/austin/inno/stories/news/2022/10/21/report-layoffs-at-khoros.html,Unknown,138.0,Private Equity,2022-10-22 15:59:02,United States,0.1
F5,Seattle,Security,100,2022-10-21 00:00:00,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,Unknown,,Post-IPO,2022-11-17 04:21:12,United States,0.01
Elinvar,Berlin,Finance,43,2022-10-21 00:00:00,https://financefwd.com/de/elinvar-entlassungen-funding/,Unknown,30.0,Unknown,2022-10-24 02:23:26,Germany,0.33
